Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2013;8;Seniors;;Backyard Renovations for UPACA 6;Upgrades include a new BBQ area, new benches and awnings;1940 Lexington Ave;;0;250,000;;1;40.80073;-73.940093;10035;11;196;1054368;1017680012;East Harlem North                                                          
2013;8;Housing;46;Installation of Security Cameras - Johnson Houses - Site 4 of 4;An installment towards the total cost of providing security cameras in the following developments: East River Houses ($200,000), Douglass I, II, and Addition ($100,000), Johnson Houses ($100,000), and Millbrook Houses ($100,000). This funding allocation would only cover a portion of the overall cost for these cameras, with a significant cost remaining for each development.;1844 Lexington Avenue, New York;;1;1,000,000;;1;40.79727;-73.942624;10029;11;182;1082330;1016400001;East Harlem North                                                          
2013;8;Housing;;Lighting Upgrade in Douglass I, II and Addition;Installation high-quality lights across this poorly lit development is crucial to the safety of 4374 residents. This funding allocation would cover a significant portion of the overall cost for lighting.;Douglass Houses;;0;500,000;;1;;;; ;;;;
2013;8;Housing;;Playground Upgrade and Expansion in Washington Houses;Renovation of current playground area behind 220 E 102nd St (repaint pavement, secure benches and tables) and installation of additional equipment (climbing apparatus, slides, etc.) to properly fill the space and serve the large youth population.;1773 Third Ave;;0;300,000;;1;40.786502;-73.948354;10029;11;15,602;1079203;1016470001;East Harlem South                                                          
2013;8;Education;48;Laptops for Schools in District 8 - Park East High School - Site 9 of 9;;;;1;50,000;;1;;;; ;;;;
2013;8;Education;49;Laptops for Schools in District 8 - PS 57 - Site 2 of 9;New Laptops and Technology for 8 schools.;176 E. 115th St., New York;;1;50,000;;1;40.797577;-73.94128;10029;11;182;1083184;1016400139;East Harlem North                                                          
2013;8;Education;50;Laptops for Schools in District 8 - Reynolds West Side HS - Site 6 of 9;New Laptops and Technology for 8 schools.;140 W. 102nd St., New York;;1;50,000;;1;40.797559;-73.966837;10025;7;189;1055911;1018550009;Upper West Side                                                            
2013;8;Education;51;Laptops for Schools in District 8 - Young Women's Leadership - Site 1 of 9;New Laptops and Technology for 8 schools.;105 E. 106th St., New York;;1;50,000;;1;40.792741;-73.947428;10029;11;172;1052015;1016340003;East Harlem South                                                          
2013;8;Education;52;Laptops for Schools in District 8 - Manhattan Center HS - Site 3 of 9;New Laptops and Technology for 8 schools.;260 Pleasant Ave., New York;;1;50,000;;1;40.793856;-73.934028;10029;11;178;1053152;1017130001;East Harlem North                                                          
2013;8;Education;53;Laptops for Schools in District 8 - Mosaic Prep Academy - Site 4 of 9;New Laptops and Technology for 8 schools.;141 E. 111th St., New York;;1;50,000;;1;40.79564;-73.94441;10029;11;172;1081346;1016390003;East Harlem South                                                          
2013;8;Education;54;Laptops for Schools in District 8 - PS 369 Young Leaders - Site 5 of 9;New Laptops and Technology for 8 schools.;468 E. 140th St. , New York;;1;50,000;;1;;;; ;;;;
2013;8;Education;55;Laptops for Schools in District 8 - PS 72 - Site 8 of 9;New Laptops and Technology for 8 schools.;131 E. 104th St. , New York;;1;50,000;;1;40.791179;-73.947776;10029;11;166;1081340;1016320011;East Harlem South                                                          
2013;8;Education;56;Laptops for Schools in District 8 - Renaissance Charter HS - Site 7 of 9;New Laptops and Technology for 8 schools.;410 E. 100th St., New York;;1;50,000;;1;40.785671;-73.942548;10029;11;162;1052998;1016930001;East Harlem South                                                          
2013;8;Education;;SMART Board Technology for School;Purchase 8 SMART boards each for Young Women's Leadership School and PS 369 Young Leaders;Young Women's Leadership School and PS 369 Young Leaders;;0;72,000;;1;;;; ;;;;
2013;32;Parks and Recreation;78;"Rockaway Freeway Dog Park Upgrades ""Arf Arf""";Installation of water (dog & human fountains), benches, trees and other amenities;275 Beach 84th St, Queens;;1;300,000;;4;;;; ;;;;
2013;8;Education;;Auditorium Upgrade at Manhattan Center for Science and Mathematics HS;Replace 100 seats in the auditorium and 20 seats in the music room;260 Pleasant Ave. between E 115th & 116th Sts;;0;150,000;;1;40.793856;-73.934028;10029;11;178;1053152;1017130001;East Harlem North                                                          
2013;8;Education;;History/Media Lab for PS 171;Transform an existing classroom into a lab with technology stations and additional storage. Also includes 30 desktop computers, one laptop cart, four laser printers and a wiring upgrade;19 E 103rd St;;0;400,000;;1;40.792122;-73.951961;10029;11;168;1051497;1016090007;East Harlem South                                                          
2013;8;Youth;40;Technology Centers for Youth and Seniors - YouthBuild - Site 1 of 2;Installation of new computers, Wi-Fi and state of the art technology to benefit youth, seniors, and the broader community.;206 E. 118th St., New York;;1;173,000;;1;40.799066;-73.938624;10035;11;188;1079303;1016670043;East Harlem North                                                          
2013;8;Youth;41;Technology Centers for Youth and Seniors - Carver Senior Center - Site 2 of 2;Installation of new computers, Wi-Fi and state of the art technology to benefit youth, seniors, and the broader community.;55 E. 102nd St., New York;;1;173,000;;1;40.79084;-73.950853;10029;11;168;1082659;1016080023;East Harlem South                                                          
2013;8;Youth;;Safety Upgrades at the Heckscher Building;Partial costs for school gym repairs and rooftop repaving to benefit K-12 students of Boys & Girls Harbor, El Museo, and Harlem Center for Education;1 E 104th St at 5th Ave;;0;256,000;;1;40.792888;-73.951826;10029;11;168;1051499;1016100001;East Harlem South                                                          
2013;8;Youth;;New Fitness Equipment for Cherry Tree Park;This equipment will benefit teens and young adults in the surrounding neighborhood serving to improve public health by providing new recreational activities.;3rd Ave, 99th St to 100th St;;0;100,000;;1;;;; ;;;;
2013;8;Seniors;;Upgrades for Gaylord White Senior Center;Install new entrance with automatic door and new age-friendly benches, pavement, tables, and awning in front of senior center.;2029 2nd Ave;;0;400,000;;1;40.789473;-73.943288;10029;11;170;1080669;1016540011;East Harlem South                                                          
2013;8;Seniors;;Layered Access for UPACA 6;Layered Access Security System and entrance reconfiguration for UPCA 6 Senior Homes;1940 Lexington Ave;;0;250,000;;1;40.80073;-73.940093;10035;11;196;1054368;1017680012;East Harlem North                                                          
2013;8;Public Health and Environment;39;SMART's Mobile Cooking Classroom;Purchase mobile van to provide Nutrition education services throughout District 8 working to improve community health.;1751 Park Ave., New York;;1;180,000;;1;40.802879;-73.940604;10035;11;196;1089077;1017700072;East Harlem North                                                          
2013;8;Public Health and Environment;47;Solar-Powered Greenhouse ;A greenhouse at Millbrook Houses that will employ youth 1) in growing healthy foods for the community, engage them 2) in selling the vegetables grown through a Youth Farmer's Market and 3) provide youth with valuable, resume-boosting exposure to careers in agriculture, in business and in the renewable energy field;201 St. Ann's Ave., Bronx, NY, Bronx;;1;300,000;;1;;;; ;;;;
2013;8;Transportation and Public Safety;;Multimedia Information Kiosks;Install six multimedia information kiosks along Broadway, Columbus and Amsterdam Avenues providing free public access to internet on street corners. Kiosks will increase residents' and visitors' awareness of community events;Broadway at 96th and 110th Sts, Amsterdam at 97th & 110th Sts, Columbus at 97th & 110th Sts;;0;325,000;;1;;;; ;;;;
2013;8;Transportation and Public Safety;;New Subway Canopy;Install new Subway Entrance Canopy at 103rd St and Broadway. This will increase safety on entrance stairs and reduce flooding during extreme weather.;103rd St and Broadway;;0;610,000;;1;;;; ;;;;
2013;19;Parks and Recreation;60;Special Needs Accessible Playground Equipment;Accessible playground equipment and safety surfacing for special needs children at Fort Totten and Crocheron Playgrounds;422 Weaver Rd, Queens;;1;150,000;;4;40.792928;-73.77621;11359;7;999;4453946;4059170001;Ft. Totten-Bay Terrace-Clearview                                           
2013;19;Parks and Recreation;;Little Bay Dog Run Canopy;Install a shade canopy at Little Bay Park Dog Rn;Bay Terrace;;0;100,000;;4;;;; ;;;;
2013;19;Parks and Recreation;59;MacNeil Park Rehabilitation;Upgrades to MacNeil Park including installing and replacing benches;117-10 Poppenhusen Avenue, Queens;;1;100,000;;4;40.791562;-73.851412;11356;7;929;4095949;4039340005;College Point                                                              
2013;19;Parks and Recreation;;Fort Totten Park Sidewalk Improvements;Repair concrete sidewalks in Fort Totten Park along Fort Totten Avenue to the intersection of Murray Street and Weaver Avenue;Fort Totten;;0;100,000;;4;;;; ;;;;
2013;19;Parks and Recreation;;Bird Watching Platform at Osprey Landing and Beautification of Parson's Beach;Installation of a park bench overlooking Udall's Cove accompanied by a viewing platform for bird watching, and the beautification of Parson's Beach terminus at 233rd place;Douglaston/Little Neck;;0;100,000;;4;;;; ;;;;
2013;19;Parks and Recreation;58;Kayak and Canoe Launches;Rehabilitation of kayak and canoe launch sites at Little Bay and MacNeil Parks;"117-10 Poppenhusen Avenue, Queens; 208-14 Cross Island Parkway, Queens";;1;150,000;;4;40.791562;-73.851412;11356;7;929;4095949;4039340005;College Point                                                              
2013;19;Cultural Institutions;57;Structural Restoration of Poppenhusen Institute;Upgrade deteriorating conditions at Landmarked Poppenhusen Institute;114-04 14th Road, Queens;;1;250,000;;4;40.78462;-73.853042;11356;7;929;4098136;4040670001;College Point                                                              
2013;19;Cultural Institutions;;"Upgrade Bayside Historical Society ""Officer's Club""";Restoration of Landmarked building including front portico, upgrade to HVAC system and installation of a wheelchair lift;Fort Totten;;0;150,000;;4;;;; ;;;;
2013;19;Cultural Institutions;;Library Upgrade;Renovation Structural modification and installation of a 24/7 Automated check-in and book drop for Whitestone Library;Whitestone;;0;350,000;;4;;;; ;;;;
2013;19;Transportation;;Beautification of Utopia Parkway;Installation of a planted median including curbs and greenery along Utopia Pkwy between 39th Ave and Northern Blvd;Auburndale;;0;250,000;;4;;;; ;;;;
2013;19;Transportation;;Curb Installation and Replacement;Alameda Malls, 42 Ave from Francis Lewis Blvd to Clearview Expwy, 172 St to 167 St from Station Rd. to 46 Ave, 26 Ave at 168 St;Douglaston/ Auburndale/ North Flushing;;0;250,000;;4;;;; ;;;;
2013;19;Education;;Mobile Computer Cart PS 31/32/41/79/159;Class set of laptop computers with mobile storage and locking cart at the above mentioned schools;Bayside/Flushing/Whitestone;;0;175,000;;4;;;; ;;;;
2013;19;Education;63;SMART Boards at PS129 - Site 2 of 7;Installation of 4-6 SMART Boards or Tables at 7 schools;128-02 7th Ave, Queens;;1;35,000;;4;40.790638;-73.839771;11356;7;945;4096774;4039760001;Whitestone                                                                 
2013;19;Education;64;SMART Boards at PS130 - Site 3 of 7;Installation of 4-6 SMART Boards or Tables at 7 schools;200-01 42 Avenue, Queens;;1;35,000;;4;40.759517;-73.784029;11361;11;1,463;4137034;4062030001;Bayside-Bayside Hills                                                      
